eventstart,eventend,name,type,subtype,subsubtype,description,source,scheduled,eventstart_CET,eventend_CET
"24.05.2017 01:00:00","NaT","JP Cabinet Office Indices","Macro Release","JP","Cabinet Office Indices","","Bloomberg",1,"24.05.2017 07:00:00","NaT"
"24.05.2017 02:00:00","NaT","FI PPI","Macro Release","FI","PPI","","Bloomberg",1,"24.05.2017 08:00:00","NaT"
"24.05.2017 02:00:00","NaT","FI Retail Sales & FI Retail Sales Volume","Macro Release","FI","Retail Sales & FI Retail Sales Volume","","Bloomberg",1,"24.05.2017 08:00:00","NaT"
"24.05.2017 05:35:00","NaT","DE Auction Result Note","Auction","DE Result","Note","ISIN DE0001102416","http://www.deutsche-finanzagentur.de/de/institutionelle-investoren/primaermarkt/auktionsergebnisse/",1,"24.05.2017 11:35:00","NaT"
"24.05.2017 08:45:00","NaT","ECB: Speech by President","Central Bank","ECB","Speech by President","Draghi: The interaction between monetary policy and financial stability in the euro area","ECB/Bloomberg",0,"24.05.2017 14:45:00","NaT"
"24.05.2017 10:00:00","NaT","US Existing Home Sales","Macro Release","US","Existing Home Sales","","Bloomberg",1,"24.05.2017 16:00:00","NaT"
"24.05.2017 10:00:00","NaT","BoC: Press Release","Central Bank","BoC","Press Release","","",1,"24.05.2017 16:00:00","NaT"
"24.05.2017 11:35:00","NaT","US Auction Result Note","Auction","US Result","Note","CUSIP 912828X54","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170518_1.pdf",1,"24.05.2017 17:35:00","NaT"
"24.05.2017 13:05:00","NaT","US Auction Result Note","Auction","US Result","Note","CUSIP 912828XR6","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170518_2.pdf",1,"24.05.2017 19:05:00","NaT"
"24.05.2017 14:00:00","NaT","Fed: Minutes","Central Bank","Fed","Minutes","FOMC Meeting Minutes","",1,"24.05.2017 20:00:00","NaT"
"24.05.2017 19:45:00","NaT","JP Foreign Investment","Macro Release","JP","Foreign Investment","","Bloomberg",1,"25.05.2017 01:45:00","NaT"
"25.05.2017 03:08:00","25.05.2017 06:05:00","Ad Hoc: OPEC","Ad Hoc","OPEC","","Reuters: OPEC will most likely agree to extend oil production cuts for another nine months until March 2018, four OPEC delegates said on Thursday. One delegate said a longer extension by 12 months was still an option. Saudi and Iraqi oil minister back nine month extension.","https://global.factiva.com/redir/default.aspx?P=sa&an=LBA0000020170525ed5p00adf&cat=a&ep=ASE",0,"25.05.2017 09:08:00","25.05.2017 12:05:00"
"25.05.2017 08:30:00","NaT","US Jobless Claims","Macro Release","US","Jobless Claims","","Bloomberg",1,"25.05.2017 14:30:00","NaT"
"25.05.2017 11:00:00","NaT","Ad Hoc: OPEC","Ad Hoc","OPEC","","OPEC meeting: OPEC and non-OPEC members agree to extend production cuts for nine months","",0,"25.05.2017 17:00:00","NaT"
"25.05.2017 11:00:00","NaT","US Auction Announcement Bill","Auction","US Announcement","Bill","CUSIP 912796ME6","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170525_3.pdf",1,"25.05.2017 17:00:00","NaT"
"25.05.2017 11:00:00","NaT","US Auction Announcement Bill","Auction","US Announcement","Bill","CUSIP 912796LR8","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170525_1.pdf",1,"25.05.2017 17:00:00","NaT"
"25.05.2017 11:00:00","NaT","US Auction Announcement Bill","Auction","US Announcement","Bill","CUSIP 912796LF4","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170525_2.pdf",1,"25.05.2017 17:00:00","NaT"
"25.05.2017 13:05:00","NaT","US Auction Result Note","Auction","US Result","Note","CUSIP 912828XT2","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170518_4.pdf",1,"25.05.2017 19:05:00","NaT"
"25.05.2017 19:45:00","NaT","JP PPI Services","Macro Release","JP","PPI Services","","Bloomberg",1,"26.05.2017 01:45:00","NaT"
"26.05.2017 04:00:00","NaT","IT Consumer Confidence","Macro Release","IT","Consumer Confidence","","Bloomberg",1,"26.05.2017 10:00:00","NaT"
"26.05.2017 05:00:00","NaT","IT Auction Result Bond or Note","Auction","IT Result","Bond or Note","","Bloomberg",1,"26.05.2017 11:00:00","NaT"
"26.05.2017 08:30:00","NaT","US Durable Goods","Macro Release","US","Durable Goods","","Bloomberg",1,"26.05.2017 14:30:00","NaT"
"26.05.2017 08:30:00","NaT","US GDP, GDP Price Index, PCE","Macro Release","US","GDP, GDP Price Index, PCE","","Bloomberg",1,"26.05.2017 14:30:00","NaT"
"26.05.2017 10:00:00","NaT","US University of Michigan Surveys","Macro Release","US","University of Michigan Surveys","","Bloomberg",1,"26.05.2017 16:00:00","NaT"
"26.05.2017 21:30:00","NaT","CN Industrial Profits","Macro Release","CN","Industrial Profits","","Bloomberg",1,"27.05.2017 03:30:00","NaT"
"29.05.2017 02:00:00","NaT","FI Business and Consumer Confidence","Macro Release","FI","Business and Consumer Confidence","","Bloomberg",1,"29.05.2017 08:00:00","NaT"
"29.05.2017 02:00:00","NaT","FI Consumer Confidence","Macro Release","FI","Consumer Confidence","","Bloomberg",1,"29.05.2017 08:00:00","NaT"
"29.05.2017 02:00:00","NaT","FI House Price Index & FI House Prices","Macro Release","FI","House Price Index & FI House Prices","","Bloomberg",1,"29.05.2017 08:00:00","NaT"
"29.05.2017 03:00:00","NaT","ES Retail Sales","Macro Release","ES","Retail Sales","","Bloomberg",1,"29.05.2017 09:00:00","NaT"
"29.05.2017 03:15:00","NaT","ECB: Speech by GC member","Central Bank","ECB","Speech by GC member","ECB's Nowotny Speaks at Austrian Central Bank Conference","Bloomberg",0,"29.05.2017 09:15:00","NaT"
"29.05.2017 03:30:00","NaT","SE Trade Balance","Macro Release","SE","Trade Balance","","Bloomberg",1,"29.05.2017 09:30:00","NaT"
"29.05.2017 05:00:00","NaT","IT Auction Result Bill","Auction","IT Result","Bill","","Bloomberg",1,"29.05.2017 11:00:00","NaT"
"29.05.2017 08:50:00","NaT","FR Auction Result Bill","Auction","FR Result","Bill","","Bloomberg",1,"29.05.2017 14:50:00","NaT"
"29.05.2017 09:00:00","NaT","FR Auction Result Bill","Auction","FR Result","Bill","","Bloomberg",1,"29.05.2017 15:00:00","NaT"
"29.05.2017 09:00:00","29.05.2017 11:07:00","ECB: Speech by President","Central Bank","ECB","Speech by President","Draghi: Hearing of the Committee on Economic and Monetary Affairs of the European Parliament","https://multimedia.europarl.europa.eu/en/committee-on-economic-and-monetary-affairs_20170529-1500-COMMITTEE-ECON_vd",1,"29.05.2017 15:00:00","29.05.2017 17:07:00"
"29.05.2017 19:30:00","NaT","JP Household Spending & JP Overall Household Spending","Macro Release","JP","Household Spending & JP Overall Household Spending","","Bloomberg",1,"30.05.2017 01:30:00","NaT"
"29.05.2017 19:45:00","NaT","JP Retail Sales","Macro Release","JP","Retail Sales","","Bloomberg",1,"30.05.2017 01:45:00","NaT"
"30.05.2017 02:00:00","NaT","DE Import Price Index","Macro Release","DE","Import Price Index","","Bloomberg",1,"30.05.2017 08:00:00","NaT"
"30.05.2017 02:00:00","NaT","NO Retail Sales","Macro Release","NO","Retail Sales","","Bloomberg",1,"30.05.2017 08:00:00","NaT"
"30.05.2017 02:45:00","NaT","FR GDP","Macro Release","FR","GDP","","Bloomberg",1,"30.05.2017 08:45:00","NaT"
"30.05.2017 04:00:00","NaT","DE CPI Hesse","Macro Release","DE","CPI Hesse","","Bloomberg",1,"30.05.2017 10:00:00","NaT"
"30.05.2017 05:00:00","NaT","IT Auction Result Bond or Note","Auction","IT Result","Bond or Note","","Bloomberg",1,"30.05.2017 11:00:00","NaT"
"30.05.2017 05:15:00","NaT","ECB: MRO","Central Bank","ECB","MRO","","ECB website",1,"30.05.2017 11:15:00","NaT"
"30.05.2017 06:00:00","NaT","PT Industrial Production","Macro Release","PT","Industrial Production","","Bloomberg",1,"30.05.2017 12:00:00","NaT"
"30.05.2017 06:15:00","NaT","ECB: Speech by GC member","Central Bank","ECB","Speech by GC member","ECB's Liikanen Speaks at Conference in Vienna","Bloomberg",0,"30.05.2017 12:15:00","NaT"
"30.05.2017 09:00:00","NaT","ECB: Weekly Financial Statement","Central Bank","ECB","Weekly Financial Statement","","ECB website",1,"30.05.2017 15:00:00","NaT"
"30.05.2017 10:00:00","NaT","US Conference Board Indices","Macro Release","US","Conference Board Indices","","Bloomberg",1,"30.05.2017 16:00:00","NaT"
"30.05.2017 11:35:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 912796ME6","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170525_3.pdf",1,"30.05.2017 17:35:00","NaT"
"30.05.2017 11:35:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 912796LR8","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170525_1.pdf",1,"30.05.2017 17:35:00","NaT"
"30.05.2017 13:05:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 912796LF4","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170525_2.pdf",1,"30.05.2017 19:05:00","NaT"
"30.05.2017 13:05:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 912796LE7","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170525_4.pdf",1,"30.05.2017 19:05:00","NaT"
"30.05.2017 19:00:00","NaT","UK BRC Shop Price Index","Macro Release","UK","BRC Shop Price Index","","Bloomberg",1,"31.05.2017 01:00:00","NaT"
"30.05.2017 19:45:00","NaT","JP Capacity Utilization & JP Industrial Production","Macro Release","JP","Capacity Utilization & JP Industrial Production","","Bloomberg",1,"31.05.2017 01:45:00","NaT"
"30.05.2017 21:00:00","NaT","CN PMI","Macro Release","CN","PMI","","Bloomberg",1,"31.05.2017 03:00:00","NaT"
"31.05.2017 02:45:00","NaT","FR CPI and Wages","Macro Release","FR","CPI and Wages","","Bloomberg",1,"31.05.2017 08:45:00","NaT"
"31.05.2017 02:45:00","NaT","FR PPI","Macro Release","FR","PPI","","Bloomberg",1,"31.05.2017 08:45:00","NaT"
"31.05.2017 03:20:00","NaT","ECB: Speech by GC member","Central Bank","ECB","Speech by GC member","ECB's Coeure Speaks in Frankfurt","Bloomberg",0,"31.05.2017 09:20:00","NaT"
"31.05.2017 04:30:00","NaT","UK Monetary Aggregates","Macro Release","UK","Monetary Aggregates","","Bloomberg",1,"31.05.2017 10:30:00","NaT"
"31.05.2017 05:00:00","NaT","BE Unemployment Rate","Macro Release","BE","Unemployment Rate","","Bloomberg",1,"31.05.2017 11:00:00","NaT"
"31.05.2017 05:00:00","NaT","IT CPI","Macro Release","IT","CPI","","Bloomberg",1,"31.05.2017 11:00:00","NaT"
"31.05.2017 09:45:00","NaT","US Chicago Purchasing Manager","Macro Release","US","Chicago Purchasing Manager","","Bloomberg",1,"31.05.2017 15:45:00","NaT"
"31.05.2017 14:00:00","NaT","Fed: Beige Book","Central Bank","Fed","Beige Book","Beige Book Release","",1,"31.05.2017 20:00:00","NaT"
"31.05.2017 19:45:00","NaT","JP Foreign Investment","Macro Release","JP","Foreign Investment","","Bloomberg",1,"01.06.2017 01:45:00","NaT"
"31.05.2017 20:30:00","NaT","JP Markit/JMMA Manufacturing PMI","Macro Release","JP","Markit/JMMA Manufacturing PMI","","Bloomberg",1,"01.06.2017 02:30:00","NaT"
"31.05.2017 21:45:00","NaT","CN HSBC Manufacturing PMI","Macro Release","CN","HSBC Manufacturing PMI","","Bloomberg",1,"01.06.2017 03:45:00","NaT"
"01.06.2017 01:00:00","NaT","IE Investec Manufacturing PMI","Macro Release","IE","Investec Manufacturing PMI","","Bloomberg",1,"01.06.2017 07:00:00","NaT"
"01.06.2017 02:00:00","NaT","FI GDP","Macro Release","FI","GDP","","Bloomberg",1,"01.06.2017 08:00:00","NaT"
"01.06.2017 03:15:00","NaT","CH Retail Sales","Macro Release","CH","Retail Sales","","Bloomberg",1,"01.06.2017 09:15:00","NaT"
"01.06.2017 03:15:00","NaT","ECB: Speech by GC member","Central Bank","ECB","Speech by GC member","ECB's Villeroy Speaks at Brussels Economic Forum in Brussels","Bloomberg",0,"01.06.2017 09:15:00","NaT"
"01.06.2017 04:30:00","NaT","ES Auction Result Bond or Note","Auction","ES Result","Bond or Note","","Bloomberg",1,"01.06.2017 10:30:00","NaT"
"01.06.2017 04:40:00","NaT","ES Auction Result Bond or Note","Auction","ES Result","Bond or Note","","Bloomberg",1,"01.06.2017 10:40:00","NaT"
"01.06.2017 04:50:00","NaT","FR Auction Result Bond or Note","Auction","FR Result","Bond or Note","","Bloomberg",1,"01.06.2017 10:50:00","NaT"
"01.06.2017 08:15:00","NaT","US ADP Employment Change","Macro Release","US","ADP Employment Change","","Bloomberg",1,"01.06.2017 14:15:00","NaT"
"01.06.2017 08:30:00","NaT","US Jobless Claims","Macro Release","US","Jobless Claims","","Bloomberg",1,"01.06.2017 14:30:00","NaT"
"01.06.2017 10:00:00","NaT","US ISM Releases","Macro Release","US","ISM Releases","","Bloomberg",1,"01.06.2017 16:00:00","NaT"
"01.06.2017 11:00:00","NaT","US Auction Announcement Bill","Auction","US Announcement","Bill","CUSIP 912796LB3","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170601_2.pdf",1,"01.06.2017 17:00:00","NaT"
"01.06.2017 11:00:00","NaT","US Auction Announcement Bill","Auction","US Announcement","Bill","CUSIP 912796LT4","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170601_1.pdf",1,"01.06.2017 17:00:00","NaT"
"02.06.2017 03:00:00","NaT","ES Unemployment Net","Macro Release","ES","Unemployment Net","","Bloomberg",1,"02.06.2017 09:00:00","NaT"
"02.06.2017 03:30:00","NaT","SE Current Account Balance","Macro Release","SE","Current Account Balance","","Bloomberg",1,"02.06.2017 09:30:00","NaT"
"02.06.2017 04:00:00","NaT","NO Unemployment Rate","Macro Release","NO","Unemployment Rate","","Bloomberg",1,"02.06.2017 10:00:00","NaT"
"02.06.2017 05:00:00","NaT","GR GDP","Macro Release","GR","GDP","","Bloomberg",1,"02.06.2017 11:00:00","NaT"
"02.06.2017 05:00:00","NaT","FR Auction Result Bill","Auction","FR Result","Bill","","Bloomberg",1,"02.06.2017 11:00:00","NaT"
"02.06.2017 08:30:00","NaT","US Employment Report","Macro Release","US","Employment Report","","Bloomberg",1,"02.06.2017 14:30:00","NaT"
"02.06.2017 08:30:00","NaT","US Trade Balance","Macro Release","US","Trade Balance","","Bloomberg",1,"02.06.2017 14:30:00","NaT"
"02.06.2017 12:45:00","NaT","Fed: Speech by FOMC member","Central Bank","Fed","Speech by FOMC member","Patrick Harker: Speech, at the Pennsylvania Economic Association Annual Conference in Reading, Pa., The Intrinsic Value of Inclusive Growth","https://www.stlouisfed.org/en/fomcspeak",0,"02.06.2017 18:45:00","NaT"
"04.06.2017 20:30:00","NaT","JP Markit Services PMI & JP Markit/JMMA Composite PMI","Macro Release","JP","Markit Services PMI & JP Markit/JMMA Composite PMI","","Bloomberg",1,"05.06.2017 02:30:00","NaT"
"04.06.2017 21:45:00","NaT","CN HSBC Composite PMI & CN HSBC Services PMI","Macro Release","CN","HSBC Composite PMI & CN HSBC Services PMI","","Bloomberg",1,"05.06.2017 03:45:00","NaT"
"05.06.2017 03:15:00","NaT","ES Markit Composite PMI & ES Markit Services PMI","Macro Release","ES","Markit Composite PMI & ES Markit Services PMI","","Bloomberg",1,"05.06.2017 09:15:00","NaT"
"05.06.2017 04:30:00","NaT","UK Official Reserves Changes","Macro Release","UK","Official Reserves Changes","","Bloomberg",1,"05.06.2017 10:30:00","NaT"
"05.06.2017 08:30:00","NaT","US Nonfarm Productivity & US Unit Labor Costs","Macro Release","US","Nonfarm Productivity & US Unit Labor Costs","","Bloomberg",1,"05.06.2017 14:30:00","NaT"
"05.06.2017 10:00:00","NaT","US Durable Goods","Macro Release","US","Durable Goods","","Bloomberg",1,"05.06.2017 16:00:00","NaT"
"05.06.2017 10:00:00","NaT","US ISM Non-Manufacturing","Macro Release","US","ISM Non-Manufacturing","","Bloomberg",1,"05.06.2017 16:00:00","NaT"
"05.06.2017 11:00:00","NaT","US Auction Announcement Bill","Auction","US Announcement","Bill","CUSIP 912796LG2","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170605_1.pdf",1,"05.06.2017 17:00:00","NaT"
"05.06.2017 11:35:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 912796LB3","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170601_2.pdf",1,"05.06.2017 17:35:00","NaT"
"05.06.2017 11:35:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 912796LT4","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170601_1.pdf",1,"05.06.2017 17:35:00","NaT"
"05.06.2017 19:00:00","NaT","UK BRC Sales Like-For-Like","Macro Release","UK","BRC Sales Like-For-Like","","Bloomberg",1,"06.06.2017 01:00:00","NaT"
"05.06.2017 20:00:00","NaT","JP Earnings Data","Macro Release","JP","Earnings Data","","Bloomberg",1,"06.06.2017 02:00:00","NaT"
"06.06.2017 00:30:00","NaT","RBA: Press Release","Central Bank","RBA","Press Release","","",1,"06.06.2017 06:30:00","NaT"
"06.06.2017 04:30:00","NaT","EA Sentix Investor Confidence","Macro Release","EA","Sentix Investor Confidence","","Bloomberg",1,"06.06.2017 10:30:00","NaT"
"06.06.2017 05:00:00","NaT","EA Retail Sales & EA Retail Trade","Macro Release","EA","Retail Sales & EA Retail Trade","","Bloomberg",1,"06.06.2017 11:00:00","NaT"
"06.06.2017 05:15:00","NaT","ECB: MRO","Central Bank","ECB","MRO","","ECB website",1,"06.06.2017 11:15:00","NaT"
"06.06.2017 05:35:00","NaT","DE Auction Result Note","Auction","DE Result","Note","ISIN DE0001030567","http://www.deutsche-finanzagentur.de/de/institutionelle-investoren/primaermarkt/auktionsergebnisse/",1,"06.06.2017 11:35:00","NaT"
"06.06.2017 08:50:00","NaT","FR Auction Result Bill","Auction","FR Result","Bill","","Bloomberg",1,"06.06.2017 14:50:00","NaT"
"06.06.2017 09:00:00","NaT","FR Auction Result Bill","Auction","FR Result","Bill","","Bloomberg",1,"06.06.2017 15:00:00","NaT"
"06.06.2017 09:00:00","NaT","ECB: Weekly Financial Statement","Central Bank","ECB","Weekly Financial Statement","","ECB website",1,"06.06.2017 15:00:00","NaT"
"06.06.2017 09:45:00","NaT","ECB: Asset Purchase Programmes","Central Bank","ECB","Asset Purchase Programmes","","ECB website",1,"06.06.2017 15:45:00","NaT"
"06.06.2017 11:35:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 912796LG2","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170605_1.pdf",1,"06.06.2017 17:35:00","NaT"
"06.06.2017 19:45:00","NaT","JP Official Reserve Assets","Macro Release","JP","Official Reserve Assets","","Bloomberg",1,"07.06.2017 01:45:00","NaT"
"07.06.2017 01:00:00","NaT","JP Cabinet Office Indices","Macro Release","JP","Cabinet Office Indices","","Bloomberg",1,"07.06.2017 07:00:00","NaT"
"07.06.2017 02:00:00","NaT","DE Factory Orders","Macro Release","DE","Factory Orders","","Bloomberg",1,"07.06.2017 08:00:00","NaT"
"07.06.2017 03:00:00","NaT","AT Wholesale Price Index","Macro Release","AT","Wholesale Price Index","","Bloomberg",1,"07.06.2017 09:00:00","NaT"
"07.06.2017 03:00:00","NaT","DK Industrial Production and Orders","Macro Release","DK","Industrial Production and Orders","","Bloomberg",1,"07.06.2017 09:00:00","NaT"
"07.06.2017 03:30:00","NaT","UK Halifax House Prices","Macro Release","UK","Halifax House Prices","","Bloomberg",1,"07.06.2017 09:30:00","NaT"
"07.06.2017 04:00:00","NaT","CN Foreign Reserves","Macro Release","CN","Foreign Reserves","","Bloomberg",1,"07.06.2017 10:00:00","NaT"
"07.06.2017 05:35:00","NaT","DE Auction Result Note","Auction","DE Result","Note","ISIN DE0001141752","http://www.deutsche-finanzagentur.de/de/institutionelle-investoren/primaermarkt/auktionsergebnisse/",1,"07.06.2017 11:35:00","NaT"
"07.06.2017 07:15:00","NaT","BE Budget Balance","Macro Release","BE","Budget Balance","","Bloomberg",1,"07.06.2017 13:15:00","NaT"
"07.06.2017 08:00:00","NaT","PL Official Reserves","Macro Release","PL","Official Reserves","","Bloomberg",1,"07.06.2017 14:00:00","NaT"
"07.06.2017 19:45:00","NaT","JP Bank Lending and Monetary Aggregates","Macro Release","JP","Bank Lending and Monetary Aggregates","","Bloomberg",1,"08.06.2017 01:45:00","NaT"
"07.06.2017 19:45:00","NaT","JP Current Account","Macro Release","JP","Current Account","","Bloomberg",1,"08.06.2017 01:45:00","NaT"
"07.06.2017 19:45:00","NaT","JP Foreign Investment","Macro Release","JP","Foreign Investment","","Bloomberg",1,"08.06.2017 01:45:00","NaT"
"07.06.2017 19:45:00","NaT","JP GDP and Components","Macro Release","JP","GDP and Components","","Bloomberg",1,"08.06.2017 01:45:00","NaT"
"07.06.2017 23:30:00","NaT","CN Trade Data (CNY)","Macro Release","CN","Trade Data (CNY)","","Bloomberg",1,"08.06.2017 05:30:00","NaT"
"08.06.2017 00:30:00","NaT","JP Bankruptcies","Macro Release","JP","Bankruptcies","","Bloomberg",1,"08.06.2017 06:30:00","NaT"
"08.06.2017 01:00:00","NaT","JP Eco Watchters Survey","Macro Release","JP","Eco Watchters Survey","","Bloomberg",1,"08.06.2017 07:00:00","NaT"
"08.06.2017 02:00:00","NaT","DE Industrial Production","Macro Release","DE","Industrial Production","","Bloomberg",1,"08.06.2017 08:00:00","NaT"
"08.06.2017 02:00:00","NaT","NO Ind Prod Manufacturing & NO Industrial Production","Macro Release","NO","Ind Prod Manufacturing & NO Industrial Production","","Bloomberg",1,"08.06.2017 08:00:00","NaT"
"08.06.2017 02:45:00","NaT","FR Trade Balance","Macro Release","FR","Trade Balance","","Bloomberg",1,"08.06.2017 08:45:00","NaT"
"08.06.2017 03:00:00","NaT","ES INE House Price Index","Macro Release","ES","INE House Price Index","","Bloomberg",1,"08.06.2017 09:00:00","NaT"
"08.06.2017 03:15:00","NaT","CH CPI","Macro Release","CH","CPI","","Bloomberg",1,"08.06.2017 09:15:00","NaT"
"08.06.2017 03:30:00","NaT","SE Budget Balance","Macro Release","SE","Budget Balance","","Bloomberg",1,"08.06.2017 09:30:00","NaT"
"08.06.2017 05:00:00","NaT","EA GDP Components","Macro Release","EA","GDP Components","","Bloomberg",1,"08.06.2017 11:00:00","NaT"
"08.06.2017 07:45:00","NaT","ECB: Press Release","Central Bank","ECB","Press Release","GCM PR","",1,"08.06.2017 13:45:00","NaT"
"08.06.2017 08:30:00","NaT","US Jobless Claims","Macro Release","US","Jobless Claims","","Bloomberg",1,"08.06.2017 14:30:00","NaT"
"08.06.2017 08:30:00","08.06.2017 09:17:00","ECB: Press Conference","Central Bank","ECB","Press Conference","GCM PC","",1,"08.06.2017 14:30:00","08.06.2017 15:17:00"
"08.06.2017 11:00:00","NaT","US Auction Announcement Note","Auction","US Announcement","Note","CUSIP 912828X88","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170608_2.pdf",1,"08.06.2017 17:00:00","NaT"
"08.06.2017 11:00:00","NaT","US Auction Announcement Bill","Auction","US Announcement","Bill","CUSIP 912796MG1","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170608_4.pdf",1,"08.06.2017 17:00:00","NaT"
"08.06.2017 11:00:00","NaT","US Auction Announcement Bond","Auction","US Announcement","Bond","CUSIP 912810RX8","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170608_3.pdf",1,"08.06.2017 17:00:00","NaT"
"08.06.2017 19:45:00","NaT","JP M2 and M3","Macro Release","JP","M2 and M3","","Bloomberg",1,"09.06.2017 01:45:00","NaT"
"08.06.2017 21:30:00","NaT","CN CPI","Macro Release","CN","CPI","","Bloomberg",1,"09.06.2017 03:30:00","NaT"
"09.06.2017 00:30:00","NaT","JP Tertiary Industry Index","Macro Release","JP","Tertiary Industry Index","","Bloomberg",1,"09.06.2017 06:30:00","NaT"
"09.06.2017 00:30:00","NaT","NL Industrial Sales & NL Manufacturing Production","Macro Release","NL","Industrial Sales & NL Manufacturing Production","","Bloomberg",1,"09.06.2017 06:30:00","NaT"
"09.06.2017 02:00:00","NaT","FI Industrial Production","Macro Release","FI","Industrial Production","","Bloomberg",1,"09.06.2017 08:00:00","NaT"
"09.06.2017 02:45:00","NaT","FR Budget Balance","Macro Release","FR","Budget Balance","","Bloomberg",1,"09.06.2017 08:45:00","NaT"
"09.06.2017 02:45:00","NaT","FR Industrial Production & FR Manufacturing Production","Macro Release","FR","Industrial Production & FR Manufacturing Production","","Bloomberg",1,"09.06.2017 08:45:00","NaT"
"09.06.2017 03:00:00","NaT","DK Trade & Current Account Balance","Macro Release","DK","Trade & Current Account Balance","","Bloomberg",1,"09.06.2017 09:00:00","NaT"
"09.06.2017 03:30:00","NaT","SE Household Consumption","Macro Release","SE","Household Consumption","","Bloomberg",1,"09.06.2017 09:30:00","NaT"
"09.06.2017 04:00:00","NaT","ECB: Speech by GC member","Central Bank","ECB","Speech by GC member","ECB's Nowotny Presents Austrian Central Bank's Outlook","Bloomberg",0,"09.06.2017 10:00:00","NaT"
"09.06.2017 04:30:00","NaT","UK Industrial Production & UK Manufacturing Production","Macro Release","UK","Industrial Production & UK Manufacturing Production","","Bloomberg",1,"09.06.2017 10:30:00","NaT"
"09.06.2017 05:00:00","NaT","GR CPI & GR CPI EU Harmonized","Macro Release","GR","CPI & GR CPI EU Harmonized","","Bloomberg",1,"09.06.2017 11:00:00","NaT"
"09.06.2017 05:00:00","NaT","FR Auction Result Bill","Auction","FR Result","Bill","","Bloomberg",1,"09.06.2017 11:00:00","NaT"
"09.06.2017 05:00:00","NaT","FR Auction Result Bond or Note","Auction","FR Result","Bond or Note","","Bloomberg",1,"09.06.2017 11:00:00","NaT"
"09.06.2017 07:00:00","NaT","ECB: Speech by GC member","Central Bank","ECB","Speech by GC member","ECB's Rimsevics Speaks on Econ Outlook for Latvia, Euro Area","Bloomberg",0,"09.06.2017 13:00:00","NaT"
"11.06.2017 19:00:00","NaT","IE Ulster Bank Construction PMI","Macro Release","IE","Ulster Bank Construction PMI","","Bloomberg",1,"12.06.2017 01:00:00","NaT"
"11.06.2017 19:45:00","NaT","JP Machine Orders","Macro Release","JP","Machine Orders","","Bloomberg",1,"12.06.2017 01:45:00","NaT"
"12.06.2017 02:00:00","NaT","JP Machine Tool Orders","Macro Release","JP","Machine Tool Orders","","Bloomberg",1,"12.06.2017 08:00:00","NaT"
"12.06.2017 04:00:00","NaT","IT Industrial Production","Macro Release","IT","Industrial Production","","Bloomberg",1,"12.06.2017 10:00:00","NaT"
"12.06.2017 05:00:00","NaT","IT Auction Result Bill","Auction","IT Result","Bill","","Bloomberg",1,"12.06.2017 11:00:00","NaT"
"12.06.2017 05:35:00","NaT","DE Auction Result Bill","Auction","DE Result","Bill","ISIN DE0001137669","http://www.deutsche-finanzagentur.de/de/institutionelle-investoren/primaermarkt/auktionsergebnisse/",1,"12.06.2017 11:35:00","NaT"
"12.06.2017 08:50:00","NaT","FR Auction Result Bill","Auction","FR Result","Bill","","Bloomberg",1,"12.06.2017 14:50:00","NaT"
"12.06.2017 09:00:00","NaT","FR Auction Result Bill","Auction","FR Result","Bill","","Bloomberg",1,"12.06.2017 15:00:00","NaT"
"12.06.2017 09:45:00","NaT","ECB: Asset Purchase Programmes","Central Bank","ECB","Asset Purchase Programmes","","ECB website",1,"12.06.2017 15:45:00","NaT"
